entity_id,paper_id,paper_title,year,entity_type,entity,normalized_entity,section_type,section_heading,evidence_anchor,context_snippet,char_start,char_end
E00100,P002,Unknown,Unknown,metric,accuracy,accuracy,unknown,,P002:p1-p8:unknown,"to handle the dimensionality of the data, as 135 features are to consider, and can maintain a high accuracy. Although it was historically shadowed by neural network, this much simpler model is sufficient as",19760,19768
E00101,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"nd thus fewer opportunities for frequency artefacts to be revealed. 0.6 0.6 Proposed (AUROC = 0.99, F1 = 0.97, MCC = 0.93) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 1.00",31878,31880
E00102,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"acts to be revealed. 0.6 0.6 Proposed (AUROC = 0.99, F1 = 0.97, MCC = 0.93) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 1.00, F1 = 0.99, MCC = 0.97) Proposed, Specific (AU",31925,31927
E00103,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"0.97, MCC = 0.93) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 1.00, F1 = 0.99, MCC = 0.97) Proposed, Specific (AUROC = 0.99, F1 = 0.97, MCC = 0.93) 0.4 0.4 True Positive",31982,31984
E00104,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"= 0.92) Proposed, Specific (AUROC = 1.00, F1 = 0.99, MCC = 0.97) Proposed, Specific (AUROC = 0.99, F1 = 0.97, MCC = 0.93) 0.4 0.4 True Positive Rate True Positive Rate Proposed, Generalization (AUROC =",32039,32041
E00105,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,", MCC = 0.93) 0.4 0.4 True Positive Rate True Positive Rate Proposed, Generalization (AUROC = 0.72, F1 = 0.68, MCC = 0.48) Proposed, Generalization (AUROC = 0.97, F1 = 0.92, MCC = 0.85) UFD (AUROC = 0.7",32148,32150
E00106,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"posed, Generalization (AUROC = 0.72, F1 = 0.68, MCC = 0.48) Proposed, Generalization (AUROC = 0.97, F1 = 0.92, MCC = 0.85) UFD (AUROC = 0.73, F1 = 0.68, MCC = 0.42) UFD (AUROC = 0.04, F1 = 0.67, MCC = 0",32211,32213
E00107,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"0.68, MCC = 0.48) Proposed, Generalization (AUROC = 0.97, F1 = 0.92, MCC = 0.85) UFD (AUROC = 0.73, F1 = 0.68, MCC = 0.42) UFD (AUROC = 0.04, F1 = 0.67, MCC = 0.00) Wang et al. (AUROC = 0.50, F1 = 0.44,",32253,32255
E00108,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"(AUROC = 0.97, F1 = 0.92, MCC = 0.85) UFD (AUROC = 0.73, F1 = 0.68, MCC = 0.42) UFD (AUROC = 0.04, F1 = 0.67, MCC = 0.00) Wang et al. (AUROC = 0.50, F1 = 0.44, MCC = 0.00) Wang et al. (AUROC = 0.30, F1",32295,32297
E00109,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"= 0.73, F1 = 0.68, MCC = 0.42) UFD (AUROC = 0.04, F1 = 0.67, MCC = 0.00) Wang et al. (AUROC = 0.50, F1 = 0.44, MCC = 0.00) Wang et al. (AUROC = 0.30, F1 = 0.00, MCC = 0.00) 0.2 0.2 Mandelli et al. (AURO",32345,32347
E00110,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"F1 = 0.67, MCC = 0.00) Wang et al. (AUROC = 0.50, F1 = 0.44, MCC = 0.00) Wang et al. (AUROC = 0.30, F1 = 0.00, MCC = 0.00) 0.2 0.2 Mandelli et al. (AUROC = 0.66, F1 = 0.71, MCC = 0.37) Mandelli et al. (",32395,32397
E00111,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"CC = 0.00) Wang et al. (AUROC = 0.30, F1 = 0.00, MCC = 0.00) 0.2 0.2 Mandelli et al. (AUROC = 0.66, F1 = 0.71, MCC = 0.37) Mandelli et al. (AUROC = 0.71, F1 = 0.74, MCC = 0.49) Corvi et al. (AUROC = 0.0",32457,32459
E00112,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"0.00) 0.2 0.2 Mandelli et al. (AUROC = 0.66, F1 = 0.71, MCC = 0.37) Mandelli et al. (AUROC = 0.71, F1 = 0.74, MCC = 0.49) Corvi et al. (AUROC = 0.05, F1 = 0.67, MCC = 0.00) Corvi et al. (AUROC = 0.01,",32511,32513
E00113,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"0.71, MCC = 0.37) Mandelli et al. (AUROC = 0.71, F1 = 0.74, MCC = 0.49) Corvi et al. (AUROC = 0.05, F1 = 0.67, MCC = 0.00) Corvi et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) Gragnaniello et al. (AUROC =",32562,32564
E00114,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"= 0.74, MCC = 0.49) Corvi et al. (AUROC = 0.05, F1 = 0.67, MCC = 0.00) Corvi et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) Gragnaniello et al. (AUROC = 0.53, F1 = 0.70, MCC = 0.26) Gragnaniello et al. (",32613,32615
E00115,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,", MCC = 0.00) Corvi et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) Gragnaniello et al. (AUROC = 0.53, F1 = 0.70, MCC = 0.26) Gragnaniello et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC",32671,32673
E00116,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"0.00) Gragnaniello et al. (AUROC = 0.53, F1 = 0.70, MCC = 0.26) Gragnaniello et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.52, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.",32729,32731
E00117,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"MCC = 0.26) Gragnaniello et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.52, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.55, F1 = 0.72, MCC = 0.33) 0.0 0.0 0.0 0.2 0.4 0.6 0.",32782,32784
E00118,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,".67, MCC = 0.00) PatchForensics (AUROC = 0.52, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.55, F1 = 0.72, MCC = 0.33) 0.0 0.0 0.0 0.2 0.4 0.6 0.8 1.0 False Positive Rate 0.0 0.2 0.4 0.6 0.8 1.0 Fal",32835,32837
E00119,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"2 0.4 0.6 0.8 1.0 False Positive Rate firefly glide 1.0 1.0 0.8 0.8 0.6 0.6 Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.91) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 0.94",33016,33018
E00120,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"lide 1.0 1.0 0.8 0.8 0.6 0.6 Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.91) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 0.94, F1 = 0.87, MCC = 0.73) Proposed, Specific (AU",33063,33065
E00121,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"0.96, MCC = 0.91) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 0.94, F1 = 0.87, MCC = 0.73) Proposed, Specific (AUROC = 0.99, F1 = 0.97, MCC = 0.94) 0.4 0.4 True Positive",33120,33122
E00122,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"= 0.92) Proposed, Specific (AUROC = 0.94, F1 = 0.87, MCC = 0.73) Proposed, Specific (AUROC = 0.99, F1 = 0.97, MCC = 0.94) 0.4 0.4 True Positive Rate True Positive Rate Proposed, Generalization (AUROC =",33177,33179
E00123,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,", MCC = 0.94) 0.4 0.4 True Positive Rate True Positive Rate Proposed, Generalization (AUROC = 0.92, F1 = 0.85, MCC = 0.70) Proposed, Generalization (AUROC = 0.97, F1 = 0.91, MCC = 0.83) UFD (AUROC = 0.8",33286,33288
E00124,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"posed, Generalization (AUROC = 0.92, F1 = 0.85, MCC = 0.70) Proposed, Generalization (AUROC = 0.97, F1 = 0.91, MCC = 0.83) UFD (AUROC = 0.86, F1 = 0.79, MCC = 0.62) UFD (AUROC = 0.23, F1 = 0.66, MCC = 0",33349,33351
E00125,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"0.85, MCC = 0.70) Proposed, Generalization (AUROC = 0.97, F1 = 0.91, MCC = 0.83) UFD (AUROC = 0.86, F1 = 0.79, MCC = 0.62) UFD (AUROC = 0.23, F1 = 0.66, MCC = 0.10) Wang et al. (AUROC = 0.71, F1 = 0.72,",33391,33393
E00126,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"(AUROC = 0.97, F1 = 0.91, MCC = 0.83) UFD (AUROC = 0.86, F1 = 0.79, MCC = 0.62) UFD (AUROC = 0.23, F1 = 0.66, MCC = 0.10) Wang et al. (AUROC = 0.71, F1 = 0.72, MCC = 0.39) Wang et al. (AUROC = 0.37, F1",33433,33435
E00127,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"= 0.86, F1 = 0.79, MCC = 0.62) UFD (AUROC = 0.23, F1 = 0.66, MCC = 0.10) Wang et al. (AUROC = 0.71, F1 = 0.72, MCC = 0.39) Wang et al. (AUROC = 0.37, F1 = 0.16, MCC = 0.05) 0.2 0.2 Mandelli et al. (AURO",33483,33485
E00128,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"F1 = 0.66, MCC = 0.10) Wang et al. (AUROC = 0.71, F1 = 0.72, MCC = 0.39) Wang et al. (AUROC = 0.37, F1 = 0.16, MCC = 0.05) 0.2 0.2 Mandelli et al. (AUROC = 0.86, F1 = 0.88, MCC = 0.76) Mandelli et al. (",33533,33535
E00129,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"CC = 0.39) Wang et al. (AUROC = 0.37, F1 = 0.16, MCC = 0.05) 0.2 0.2 Mandelli et al. (AUROC = 0.86, F1 = 0.88, MCC = 0.76) Mandelli et al. (AUROC = 0.82, F1 = 0.82, MCC = 0.61) Corvi et al. (AUROC = 0.2",33595,33597
E00130,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"0.05) 0.2 0.2 Mandelli et al. (AUROC = 0.86, F1 = 0.88, MCC = 0.76) Mandelli et al. (AUROC = 0.82, F1 = 0.82, MCC = 0.61) Corvi et al. (AUROC = 0.27, F1 = 0.67, MCC = 0.12) Corvi et al. (AUROC = 0.17,",33649,33651
E00131,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"0.88, MCC = 0.76) Mandelli et al. (AUROC = 0.82, F1 = 0.82, MCC = 0.61) Corvi et al. (AUROC = 0.27, F1 = 0.67, MCC = 0.12) Corvi et al. (AUROC = 0.17, F1 = 0.67, MCC = 0.00) VII. Conclusion I N this pap",33700,33702
E00132,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"= 0.82, MCC = 0.61) Corvi et al. (AUROC = 0.27, F1 = 0.67, MCC = 0.12) Corvi et al. (AUROC = 0.17, F1 = 0.67, MCC = 0.00) VII. Conclusion I N this paper, we have trained a simple method to detect synth",33751,33753
E00133,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"e work into preventing and controlling the risk of false alarms. Gragnaniello et al. (AUROC = 0.73, F1 = 0.75, MCC = 0.45) Gragnaniello et al. (AUROC = 0.34, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC",34382,34384
E00134,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"larms. Gragnaniello et al. (AUROC = 0.73, F1 = 0.75, MCC = 0.45) Gragnaniello et al. (AUROC = 0.34, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.38, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.",34440,34442
E00135,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,"MCC = 0.45) Gragnaniello et al. (AUROC = 0.34, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.38, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.24, F1 = 0.67, MCC = 0.02) 0.0 0.0 0.0 0.2 0.4 0.6 0.",34493,34495
E00136,P002,Unknown,Unknown,metric,F1,f1,unknown,,P002:p1-p8:unknown,".67, MCC = 0.00) PatchForensics (AUROC = 0.38, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.24, F1 = 0.67, MCC = 0.02) 0.0 0.0 0.0 0.2 0.4 0.6 0.8 1.0 False Positive Rate 0.0 0.2 0.4 0.6 0.8 1.0 Fal",34546,34548
E00137,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"otographies, and thus fewer opportunities for frequency artefacts to be revealed. 0.6 0.6 Proposed (AUROC = 0.99, F1 = 0.97, MCC = 0.93) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (A",31864,31869
E00138,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"requency artefacts to be revealed. 0.6 0.6 Proposed (AUROC = 0.99, F1 = 0.97, MCC = 0.93) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 1.00, F1 = 0.99, MCC = 0.97) Proposed, S",31911,31916
E00139,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"C = 0.99, F1 = 0.97, MCC = 0.93) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 1.00, F1 = 0.99, MCC = 0.97) Proposed, Specific (AUROC = 0.99, F1 = 0.97, MCC = 0.93) 0.4 0.4 Tru",31968,31973
E00140,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 1.00, F1 = 0.99, MCC = 0.97) Proposed, Specific (AUROC = 0.99, F1 = 0.97, MCC = 0.93) 0.4 0.4 True Positive Rate True Positive Rate Proposed, Generalizati",32025,32030
E00141,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,".99, F1 = 0.97, MCC = 0.93) 0.4 0.4 True Positive Rate True Positive Rate Proposed, Generalization (AUROC = 0.72, F1 = 0.68, MCC = 0.48) Proposed, Generalization (AUROC = 0.97, F1 = 0.92, MCC = 0.85) UFD (",32134,32139
E00142,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"itive Rate Proposed, Generalization (AUROC = 0.72, F1 = 0.68, MCC = 0.48) Proposed, Generalization (AUROC = 0.97, F1 = 0.92, MCC = 0.85) UFD (AUROC = 0.73, F1 = 0.68, MCC = 0.42) UFD (AUROC = 0.04, F1 = 0.",32197,32202
E00143,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"= 0.72, F1 = 0.68, MCC = 0.48) Proposed, Generalization (AUROC = 0.97, F1 = 0.92, MCC = 0.85) UFD (AUROC = 0.73, F1 = 0.68, MCC = 0.42) UFD (AUROC = 0.04, F1 = 0.67, MCC = 0.00) Wang et al. (AUROC = 0.50,",32239,32244
E00144,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"Generalization (AUROC = 0.97, F1 = 0.92, MCC = 0.85) UFD (AUROC = 0.73, F1 = 0.68, MCC = 0.42) UFD (AUROC = 0.04, F1 = 0.67, MCC = 0.00) Wang et al. (AUROC = 0.50, F1 = 0.44, MCC = 0.00) Wang et al. (AUROC",32281,32286
E00145,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"5) UFD (AUROC = 0.73, F1 = 0.68, MCC = 0.42) UFD (AUROC = 0.04, F1 = 0.67, MCC = 0.00) Wang et al. (AUROC = 0.50, F1 = 0.44, MCC = 0.00) Wang et al. (AUROC = 0.30, F1 = 0.00, MCC = 0.00) 0.2 0.2 Mandelli e",32331,32336
E00146,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"AUROC = 0.04, F1 = 0.67, MCC = 0.00) Wang et al. (AUROC = 0.50, F1 = 0.44, MCC = 0.00) Wang et al. (AUROC = 0.30, F1 = 0.00, MCC = 0.00) 0.2 0.2 Mandelli et al. (AUROC = 0.66, F1 = 0.71, MCC = 0.37) Mandel",32381,32386
E00147,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,", F1 = 0.44, MCC = 0.00) Wang et al. (AUROC = 0.30, F1 = 0.00, MCC = 0.00) 0.2 0.2 Mandelli et al. (AUROC = 0.66, F1 = 0.71, MCC = 0.37) Mandelli et al. (AUROC = 0.71, F1 = 0.74, MCC = 0.49) Corvi et al. (",32443,32448
E00148,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"= 0.00, MCC = 0.00) 0.2 0.2 Mandelli et al. (AUROC = 0.66, F1 = 0.71, MCC = 0.37) Mandelli et al. (AUROC = 0.71, F1 = 0.74, MCC = 0.49) Corvi et al. (AUROC = 0.05, F1 = 0.67, MCC = 0.00) Corvi et al. (AUR",32497,32502
E00149,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"= 0.66, F1 = 0.71, MCC = 0.37) Mandelli et al. (AUROC = 0.71, F1 = 0.74, MCC = 0.49) Corvi et al. (AUROC = 0.05, F1 = 0.67, MCC = 0.00) Corvi et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) Gragnaniello et a",32548,32553
E00150,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"ROC = 0.71, F1 = 0.74, MCC = 0.49) Corvi et al. (AUROC = 0.05, F1 = 0.67, MCC = 0.00) Corvi et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) Gragnaniello et al. (AUROC = 0.53, F1 = 0.70, MCC = 0.26) Gragnaniel",32599,32604
E00151,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,".05, F1 = 0.67, MCC = 0.00) Corvi et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) Gragnaniello et al. (AUROC = 0.53, F1 = 0.70, MCC = 0.26) Gragnaniello et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) PatchForen",32657,32662
E00152,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"= 0.67, MCC = 0.00) Gragnaniello et al. (AUROC = 0.53, F1 = 0.70, MCC = 0.26) Gragnaniello et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.52, F1 = 0.67, MCC = 0.11) PatchForensics",32715,32720
E00153,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"3, F1 = 0.70, MCC = 0.26) Gragnaniello et al. (AUROC = 0.01, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.52, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.55, F1 = 0.72, MCC = 0.33) 0.0 0.0 0.0 0.2",32768,32773
E00154,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"= 0.01, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.52, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.55, F1 = 0.72, MCC = 0.33) 0.0 0.0 0.0 0.2 0.4 0.6 0.8 1.0 False Positive Rate 0.0 0.2 0.4 0.6",32821,32826
E00155,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"ve Rate 0.0 0.2 0.4 0.6 0.8 1.0 False Positive Rate firefly glide 1.0 1.0 0.8 0.8 0.6 0.6 Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.91) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (A",33002,33007
E00156,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"Rate firefly glide 1.0 1.0 0.8 0.8 0.6 0.6 Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.91) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 0.94, F1 = 0.87, MCC = 0.73) Proposed, S",33049,33054
E00157,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"C = 0.99, F1 = 0.96, MCC = 0.91) Proposed (AUROC = 0.99, F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 0.94, F1 = 0.87, MCC = 0.73) Proposed, Specific (AUROC = 0.99, F1 = 0.97, MCC = 0.94) 0.4 0.4 Tru",33106,33111
E00158,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"F1 = 0.96, MCC = 0.92) Proposed, Specific (AUROC = 0.94, F1 = 0.87, MCC = 0.73) Proposed, Specific (AUROC = 0.99, F1 = 0.97, MCC = 0.94) 0.4 0.4 True Positive Rate True Positive Rate Proposed, Generalizati",33163,33168
E00159,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,".99, F1 = 0.97, MCC = 0.94) 0.4 0.4 True Positive Rate True Positive Rate Proposed, Generalization (AUROC = 0.92, F1 = 0.85, MCC = 0.70) Proposed, Generalization (AUROC = 0.97, F1 = 0.91, MCC = 0.83) UFD (",33272,33277
E00160,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"itive Rate Proposed, Generalization (AUROC = 0.92, F1 = 0.85, MCC = 0.70) Proposed, Generalization (AUROC = 0.97, F1 = 0.91, MCC = 0.83) UFD (AUROC = 0.86, F1 = 0.79, MCC = 0.62) UFD (AUROC = 0.23, F1 = 0.",33335,33340
E00161,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"= 0.92, F1 = 0.85, MCC = 0.70) Proposed, Generalization (AUROC = 0.97, F1 = 0.91, MCC = 0.83) UFD (AUROC = 0.86, F1 = 0.79, MCC = 0.62) UFD (AUROC = 0.23, F1 = 0.66, MCC = 0.10) Wang et al. (AUROC = 0.71,",33377,33382
E00162,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"Generalization (AUROC = 0.97, F1 = 0.91, MCC = 0.83) UFD (AUROC = 0.86, F1 = 0.79, MCC = 0.62) UFD (AUROC = 0.23, F1 = 0.66, MCC = 0.10) Wang et al. (AUROC = 0.71, F1 = 0.72, MCC = 0.39) Wang et al. (AUROC",33419,33424
E00163,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"3) UFD (AUROC = 0.86, F1 = 0.79, MCC = 0.62) UFD (AUROC = 0.23, F1 = 0.66, MCC = 0.10) Wang et al. (AUROC = 0.71, F1 = 0.72, MCC = 0.39) Wang et al. (AUROC = 0.37, F1 = 0.16, MCC = 0.05) 0.2 0.2 Mandelli e",33469,33474
E00164,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"AUROC = 0.23, F1 = 0.66, MCC = 0.10) Wang et al. (AUROC = 0.71, F1 = 0.72, MCC = 0.39) Wang et al. (AUROC = 0.37, F1 = 0.16, MCC = 0.05) 0.2 0.2 Mandelli et al. (AUROC = 0.86, F1 = 0.88, MCC = 0.76) Mandel",33519,33524
E00165,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,", F1 = 0.72, MCC = 0.39) Wang et al. (AUROC = 0.37, F1 = 0.16, MCC = 0.05) 0.2 0.2 Mandelli et al. (AUROC = 0.86, F1 = 0.88, MCC = 0.76) Mandelli et al. (AUROC = 0.82, F1 = 0.82, MCC = 0.61) Corvi et al. (",33581,33586
E00166,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"= 0.16, MCC = 0.05) 0.2 0.2 Mandelli et al. (AUROC = 0.86, F1 = 0.88, MCC = 0.76) Mandelli et al. (AUROC = 0.82, F1 = 0.82, MCC = 0.61) Corvi et al. (AUROC = 0.27, F1 = 0.67, MCC = 0.12) Corvi et al. (AUR",33635,33640
E00167,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"= 0.86, F1 = 0.88, MCC = 0.76) Mandelli et al. (AUROC = 0.82, F1 = 0.82, MCC = 0.61) Corvi et al. (AUROC = 0.27, F1 = 0.67, MCC = 0.12) Corvi et al. (AUROC = 0.17, F1 = 0.67, MCC = 0.00) VII. Conclusion I",33686,33691
E00168,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"ROC = 0.82, F1 = 0.82, MCC = 0.61) Corvi et al. (AUROC = 0.27, F1 = 0.67, MCC = 0.12) Corvi et al. (AUROC = 0.17, F1 = 0.67, MCC = 0.00) VII. Conclusion I N this paper, we have trained a simple method to d",33737,33742
E00169,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"all draw future work into preventing and controlling the risk of false alarms. Gragnaniello et al. (AUROC = 0.73, F1 = 0.75, MCC = 0.45) Gragnaniello et al. (AUROC = 0.34, F1 = 0.67, MCC = 0.00) PatchForen",34368,34373
E00170,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"isk of false alarms. Gragnaniello et al. (AUROC = 0.73, F1 = 0.75, MCC = 0.45) Gragnaniello et al. (AUROC = 0.34, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.38, F1 = 0.67, MCC = 0.11) PatchForensics",34426,34431
E00171,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"3, F1 = 0.75, MCC = 0.45) Gragnaniello et al. (AUROC = 0.34, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.38, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.24, F1 = 0.67, MCC = 0.02) 0.0 0.0 0.0 0.2",34479,34484
E00172,P002,Unknown,Unknown,metric,AUROC,auroc,unknown,,P002:p1-p8:unknown,"= 0.34, F1 = 0.67, MCC = 0.00) PatchForensics (AUROC = 0.38, F1 = 0.67, MCC = 0.11) PatchForensics (AUROC = 0.24, F1 = 0.67, MCC = 0.02) 0.0 0.0 0.0 0.2 0.4 0.6 0.8 1.0 False Positive Rate 0.0 0.2 0.4 0.6",34532,34537
