entity_id,paper_id,paper_title,year,entity_type,entity,normalized_entity,section_type,section_heading,evidence_anchor,context_snippet,char_start,char_end
E00089,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,"qNet ap- proach is depicted in Figure 3. Within our methodology, we introduce practical and compact frequency learning plugin modules designed to compel the CNN classifier to operate within the frequency domai",7854,7863
E00090,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,mpact frequency learning plugin modules designed to compel the CNN classifier to operate within the frequency domain. These modules include the high-frequency representation and the frequency convolu- tional l,7948,7957
E00091,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,to compel the CNN classifier to operate within the frequency domain. These modules include the high-frequency representation and the frequency convolu- tional layer. The modular nature of these components allo,7997,8006
E00092,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,perate within the frequency domain. These modules include the high-frequency representation and the frequency convolu- tional layer. The modular nature of these components allows seamless integration into the,8030,8039
E00093,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,"tion has culminated in the creation of a novel and lightweight detector, FreqNet, incorporating the frequency learning plugins alongside a limited number of CNN layers. Frequency-based Deepfake Detection The r",8282,8291
E00094,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,"or, FreqNet, incorporating the frequency learning plugins alongside a limited number of CNN layers. Frequency-based Deepfake Detection The research by (Frank et al. 2020; Durall et al. 2020), which highlights",8351,8360
E00095,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,"tion The research by (Frank et al. 2020; Durall et al. 2020), which highlights the effectiveness of frequency artifacts in the domain of deepfake detection, has significantly influ- enced subsequent studies. T",8481,8490
E00096,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,many im- age forgery detectors to shift their attention toward capturing unique patterns within the frequency domain. The work by Masi et al. (Masi et al. 2020) stands out as it meticulously investigates artif,8713,8722
E00097,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,"2020) stands out as it meticulously investigates artifacts present in both the color space and the frequency domains, while F 3-Net (Qian et al. 2020) sug- gests using the discrepancy of frequency statistics",8867,8876
E00098,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,"ace and the frequency domains, while F 3-Net (Qian et al. 2020) sug- gests using the discrepancy of frequency statistics between real and forged images as a means to differentiate face im- age manipulations. A",8955,8964
E00099,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,between real and forged images as a means to differentiate face im- age manipulations. An adaptive frequency features learning is designed by FDFL (Li et al. 2021) to mine subtle arti- facts from the frequenc,9075,9084
E00100,P016,Unknown,Unknown,method_keyword,frequency,frequency,dataset,"Lsun-Bedroom StyleGAN-Bedroom
BigGAN
ImageNet Dataset",P016:p2-p5:dataset,"requency features learning is designed by FDFL (Li et al. 2021) to mine subtle arti- facts from the frequency domain, enabling the detection of forged images. Moreover, ADD (Woo et al. 2022) incor- porates two",9176,9185
